Character,Line
Bender," You forget, Leela, I'm Bender, owner of disguise."
Farnsworth," Uh ... ... Jenny McNeal, you are charged with jury-tampering in last week's case ... ... on account of your hot, naked affair with the foreman. How do you plead?"
Fry, Mr. Peppy?! Bullets make you talk?!
Bender, It's so big and empty.
Bender, I don't feel good. I'm genuinely sick.
Leela," Leeches may not be cuddly like pandas or tribbles, but these poor endangered creatures deserve..."
Leela, I'm taking the ship to my quiet place so I can be alone. You non-creatives can catch a bus home.
Bender, Yabba dabba doo.
Fry, Okay. Here goes.
Amy, 'Cause I was really hoping we could talk and stuff.
Hermes," Likewise. Really, what are we missing out on by not having sex right now?"
Fry," Am I? Am I? Face it, I'm a prize catch. I mean, I'm pulling down delivery boy money."
Leela, How exactly will this protect us from time jumps?
Farnsworth, We can't take that chance! We'll need my universal auto-translator!
Hermes, No one sees the mighty Professor.
Fry," Oh, Lucy! You're just like I always thought you'd be from your movies."
Fry," This is crazy, Bender. How are you gonna live without a body?"
Bender," 9, 10 a big fat hen. The name's Bender!"
Bender," Fry, the title of captain may inflate the human ego, but it's beneath the notice of my mighty robo-logic. Now look spry, men! We launch at six bells!"
Fry," Jeez, doesn't that shock collar hurt?"
Bender, Bender. Have you seen my body? I think the Professor's in it.
Fry, I can't stand this!
Fry, And that's how you play the game!
Fry, It hurts!
Farnsworth," What the hell have you done, Fry?"
Amy," Oh, that's so emotional!"
Bender," That I, Bender, am perfect for the role!"
Fry," Well, usually on the show someone would come up with a complicated plan then explain it with a simple analogy."
Fry, Ow!
Hermes, Did someone say Limbo?
Fry, My soul mate is gone. Why should I go on living?
Fry, Discover card?
Fry, Flexo outranks me?
Fry, You do?
Hermes, To our favourite shows!
Leela, Miller's on a pace to hit 70 blerns!
Bender, One hundred dollars.
Bender," OK, kids, grown-ups gotta talk now, time for bed."
Bender," No! Not the magnets! Swing low, sweet chariot, coming for to carry me home. Swing low, sweet..."
Amy," Kif, don't cry, or you'll get a tummy ache."
Bender," -Good comeback, Leela."
Amy, Those were toenail clippings.
Leela," Well, I could use a new tank top."
Bender, There must be petroleum oil down here somewhere. Go deeper! Deeper!
Leela, The violet dwarf star!
Amy, I guess not. That never occurred to me.
Farnsworth," No, I just said that for Fry's benefit. May the poor fellow feel better about his pointless job."
Bender, Hey? What? No.
Fry, Who cares what you're programmed for. If someone programmed you to jump off a bridge would you do it?
Bender, Alright!
Bender, It's gonna be fun on the bun!
Zoidberg, Oh!
Amy," Leela, those eyes look so great on you."
Fry, Not at all. It's just another thing that makes you a very special lady.
Zoidberg," Argh! You said you wanted me to kill you! Is this one o' those ""No means yes"" deals?!"
Amy," Aw, come on, Leela. Deep down all girls wanna be Miss Universe."
Fry, Eh?
Zoidberg," To induce vomiting, that was the solution. Everywhere it went! What a Valentine's Day that was!"
Zoidberg, You're projecting an air of something.
Bender, Yep. That's exactly the lie we used to get past your guards.
Leela," Oh! You're the chef, are you? Then why don't you make us something nice to eat?"
Bender, Screw that! I ain't no delivery boy! I'm the company's chef.
Amy, Any calls while I was out?
Bender," Every other couple has the right to marry, robot and fembot,"
Fry, Wait! In my time we had a way of moving things long distances without hovering.
Leela," I know. Sometimes, when I'm lonely, I look up at the sky and I get this feeling that somewhere, on some unknown planet, circling a distant star, my parents are up there, looking down on me."
Zoidberg," So, anyway, I hope the men 'ave been taking their hypermalaria pills."
Fry," Well, ma'am, I--"
Bender," Aw, jeez, would you stifle there, meatbag?"
Fry, He's dead.
Hermes," What's the trouble, men? Need some penny rolls for your profits?"
Fry," Finally, the atom is safe."
Leela," Ah, here we are. The worst player in history. If I can be just a little better than him I can slink away with my head held high."
Bender," OK, now I'm mad!"
Amy, I don't think you have anything to worry about. These people seem really mild-mannered.
Bender," Take us home, Bender! Don't worry!"
Fry," Stop, Zoidberg! You'll hurt Francis!"
Leela," No, he couldn't. When you turn 160, robots from the Sunset Squad take you to a mysterious planet and you never return."
Farnsworth," But Boston's 300 miles away and Bender kicked our horse to death! We'll never get there in time! Unless you have another ""invention"" up your sleeve! Foh!"
Farnsworth, This may hurt a little.
Leela," Oh, that's so kind of you. I guess I made a difference after all."
Fry," C'mon, Bender, let's go. This chick-flick is getting me all barfy."
Bender, Aha!
Fry, Ow!
Bender," It's all my fault. Malachi, tell thy people that the Lord is moved by their plight."
Zoidberg, Is bread free?
Fry," Believe it or not, I have more important things to do today than laugh and clap my hands. Reschedule."
Hermes," At least a monster has a body. What I wouldn't give for Wolfman's torso, or any of the groovy ghoulies."
Bender, Louder and sadder.
Leela," Professor, what's the matter."
Leela," No, no! Don't say that! This is real!"
Farnsworth," I understand the problem of age, but suppose I could put you into a new body?"
Leela, Now we just combine them all into one big Parade Day parade and get it over with.
Fry, How do we sign?
Bender," Madam, I believe you're mistaken!"
Fry, I'm Santa Claus!
Amy," Attention, passengers. Please remain seated until the plane comes to a complete crash."
Bender," Yeah, right!"
Leela, Yes! Now we're inflicting.
Leela, Those things are all from the 19th century.
Bender," Down here. I'm so sorry, guys. I never meant to hurt you. Just to destroy everything you ever believed in."
Hermes," Woman! No! Ohh, who am I kiddin'? Without my body, I'm a nobody."
Leela, Those poor 20th century women.
Zoidberg, No! Zoidberg's brother is dead! Funny story  I just reverted to the age where my siblings budded from me and my brother Norman split off and jumped in the fountain.
Leela, Half-bottle.
Amy," Uh, maybe. So what?"
Bender," Uh, I'd rather plan some felonies."
Fry, I had more but you go ahead.
Bender," Obviously not, or I'd be strangling you right now."
Amy," Wow, there's a spa in the nut house?"
Fry," My God! He's gonna do it! Everybody, seatbelts to maximum buckling."
Bender, Of course.
Farnsworth," Back in those days, dark matter was just a worthless inert curiosity, and I was smashing it in a particle accelerator, in an ill-conceived attempt to create a more durable harpsichord wax. But, as Deepak Chopra taught us, quantum physics means anything can happen at any time for no reason. Also, eat plenty of oatmeal and animals never had a war. Who's the real animals? And thus against all probabilities... it happened. [The dark matter particles in the particle accelerator begin colliding and exploding. A large explosion leaves only a single item - the single non-local metaparticle crystal."
Fry," Voila. The greatest sandcastle ever built. This is the kind of castle King Arthur would have lived in, if he were a fiddler crab."
Bender," Whoa! The Maltese Liquor! Forty ounces of Heaven! Here, boy. This is for you. Ah! Invisible safe, eh? Aw, yeah, baby. Two-hundred-and-ten proof."
Bender, Another job well done.
Zoidberg," There was one, but now there's two."
Leela," I know, and it's working. But think how much skating would mean to those kids."
Fry," Hey, Alcazar, you left somebody off the guest list."
Fry, What? No!
Bender," I am, your Honor."
Zoidberg, We're not from around here. Hello!
Leela," No, they don't."
Bender," Come on, everyone! Big party in Robot House!"
Farnsworth, All modern robots descend from my original smog-blasting designs. And that's the cause of global warming today.
Fry, Our what?
Hermes, Sweet dodo of Lesotho! Don't you ever stop to think before you speak?
Bender, My dumping business is booming. I just got hired to clean up the set of Free Willy 3.
Bender, I think I'm gonna cry 'Cause it's an extra happy Xmas this year!
Zoidberg," You're a nice man, Nixon."
Amy," Don't be upset, Leela. You, um ... you look really cute in your uniform."
Bender, We could sing.
Leela, Yes! The system works!
Amy," Oh, Kif!"
Zoidberg," Casual hello. It's me, Zoidberg. Act naturally. Ow! Ouch! Get off of me! Stop!"
Fry, How did I do it? How did I get Leela to love me? I've got to figure it out.
Leela," Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust. Now get in here before you freeze."
Fry, Will you guys shut up! I'm trying to look cool.
Leela," Ow, ow, ow, ow! My eye!"
Fry," I know. An', as much as I love Mr. Peppy, I love Leela more. He has to be... Put down."
Bender, Ah!
Fry," Let's go, already!"
Farnsworth, Quick! The armour-plated chimney cover! Push! Push!
Fry, Wow!
Fry," Bender, no! You'll make God cry."
Leela, Only without the tuba.
Farnsworth," Wot's more, couldn't go back even if we wonted to.  No more crystalline opal left in all the world, don't you know."
Fry, 50 bucks? Not even if she was my girlfriend. You take her.
Bender, And no one suspects a thing! Whoa! And that's how we learned our lesson!
Bender," C'mon, Fry. Get up!"
Leela," I'm afraid you're both out of your league, boys, 'cause you're looking at a woman who owns her own harpoon."
Fry, He's trapped!
Fry," Wow! I love you guys! Back in the 20th century, I had all five of your albums."
Farnsworth, I suppose.
Leela, I love the tentacle.
Leela, How about zero?
Bender," You'll need some arm candy. It's the perfect accessory for out-of-shape, middle-aged creeps like you. Yeah, I said it! What's your time, Borgnine?"
Leela," Well, so has Fry. What's the big deal?"
Farnsworth," Of course. But only into Beta Crypt 3, a language so complex there's even less chance of understanding it."
Hermes," What the heck is goin' on?! Jefferson, did you sell me some bad rope?!"
Hermes, We think it's better if you don't know.
Bender, That's basically what I do every day.
Fry," Yo! Uh, did two shellfish in scrubs go by?"
Leela, Fry?
Bender," Come on, guys. Pharaoh's countin' on us. Work faster, like this. You call that motivating me? Don't just whip with your arms. The power comes from your hips. Like this."
Leela, Good. That's the last species.
Zoidberg," Well, gang, it looks like we have another mystery on our hands."
Leela," No, they were assassinated. In fact, the law says you'll be killed on the spot if you fail to recite the oath from memory."
Bender," Aww! I think it's sweet. You chopped off your nose so you could look more like your hero. Me, Bender!"
Fry, Spock? Hey! Hey... Do the thing!
Fry, I'll play.
Fry," Leela, I want you to know I think the way you moved those stars around was really wonderful. I got you something."
Fry, Can you believe it? Pharaoh's dead!
Fry," He looks stronger than you, too."
Fry," No, I did see a mermaid! She was wearing a tube top and she had a beautiful scaly tail. And I think she had hair extensions."
Leela," I'm sorry, I couldn't stop-- W-Wait. Don't you care that I murdered Hermes?"
Fry, Well at least I did one important thing with my life  Leading good to victory over evil!
Farnsworth," Everyone, listen!"
Leela," That's a popular name today. Little ""e"" big ""B""?"
Amy," Ooh, I feel a little tipsy!"
Fry, Trees down!
Bender," That's using your ass. So, what's the word?"
Bender, Bonjour. May I offer you a box of wine for the edge of the table?
Amy, Great! We're one-tenth of the way there.
Leela, Why do we have to fly within three feet of this penguin preserve on Pluto?
Leela," We should become a commercial airline. I mean, we've got a ship, and teleporters won't be invented for another fifteen years, according to that guy from the future."
Fry, Stop!
Leela, Feministas unite!
Fry," Wait a second. You're a bender, right? We can get out of here if you just bend the bars."
Bender, The cat's out of the bag now!
Farnsworth, Behold  My mutant atomic supermen.
Bender," Uh, hey, Donny, baby, gimme a chance here, huh? Yous guys skedaddle. Let me take care of the doity woik."
Bender," Uh, sure. Anything for you, buddy."
Fry," Hey, no prob', this lead apron'll protect me."
Bender, That's the dumbest thing I've ever heard.
Fry," Shoot your weapon, Private!"
Farnsworth, Well then there's only one solution  You need an upgrade to make you compatible with Robot 1-X's new technology.
Bender," That's right, baby. I ain't your lover boy, Flexo, the guy you love so much. You even love anybody pretending to be him."
Bender," Uh, whatever. I ran out of film an hour ago."
Fry, What's happening to me?  Is it puberty?
Hermes," Cover your shame, mon!"
Amy," Stay strong, ladies. We can lose them in the giant miniature golf course."
Farnsworth," Oh, dear! She's stuck in an infinite loop and he's an idiot. Well, that's love for you."
Bender," But why would God think in binary? Unless ... you're not God, but the remains of a computerised space probe that collided with God."
Bender, Aw. That was the greatest uncountably infinite bunch of guys I ever met.
Fry, That's the one.
Leela, I know.
Fry," Bio-units, terminate noise exchange. It is time for you to ingest sandwiches from my compartment."
Bender," You're absolutely right, Fry. Now, if you'll excuse me. I'm off to slay the werewolf of Goblin Mountain."
Leela," It's some kind of hollow tube, devoid of human life. The Los Angeles subway! We can blast our way in and escape!"
Zoidberg, What?
Farnsworth," Hermes, you got your body back. Hurrah!"
Bender," Nibbler! Aw, come here, precious! Look, everyone, it's El Chupanibre."
Zoidberg," So the clover is still in the hiding place, maybe?"
Bender," Fine! Come on, Fry, let's move to that apartment that smelled like a sewer. You liked that one, right?"
Bender, Yo!
Bender, Stupid Franklin—
Leela," Hello, everyone. I suppose you're wonderin' why my flesh has melded with that of a giant space whale."
Bender," Probably fake, too. There's one way to find out. What?"
Hermes," Well, I always said you were a little forward ... with my wife."
Leela," No, Nibbler! Don't drink the pool water! It's full of chlorine!"
Zoidberg, Hello! So what are you guys doing tonight? I'm up for whatever.
Fry, It got us a lot of customers!
Leela, Come on. We have work to do.
Bender," That was a helluva massage. Maybe the best there ever was. Say, where are we? Rumbledy-Hump?! It's real!"
Farnsworth, Sure! What the heck! I hereby promote you to... Executive delivery boy!
Bender, That's what it says on my vanity plate.
Fry," Ah, now there's something we can all enjoy."
Leela," No, it isn't. You have another 10 years left."
Bender," Welcome to the future, human slave. Ah, relax, chum. I'm not really a giant fly! I'm a horrible robot! Kill all humans!"
Amy, I'm slightly richer!
Bender, Online.
Leela," OK, Bender has her distracted. Now I can shut down her brain by deactivating the carbonated logic matrix. I can't concentrate with this obnoxious candy in my face."
Amy," Well, actually--"
Fry, Hurry up! I wanna see the moon!
Farnsworth," Thank God this log is sturdy. Put on the hat, Guenter! You're the only one who can save us! Stupid monkey."
Fry, Outer space.
Bender, No backsies.
Zoidberg," Oh, the fear!"
Zoidberg, Sure. That's your penis!
Hermes, And just in time to screw up this picture I took!
Hermes," Dream on, woman. I'd like to put the little bastard in a sack and toss the sack in a river and hurl the river into space. But I do like filling out requisitions and these were some doozies! Great Jah's dreadlocks! There's been a mix-up. This isn't a pet licence, it's a fishing licence. And it's mandatory!"
Fry, A man can sneak off to do two things.
Fry, Of course not! But I was willing to lie about it. What more can a man do?
Fry," Hmm, I can see where that would be an advantage. Do you take cash?"
Fry, The moon? The moon moon? Wow! I'm gonna be a famous hero just like Neil Armstrong and those other brave guys no one ever heard of!
Farnsworth," Oh, my!"
Fry, Pfff! You dunno what cold is. I was frozen for a thousand years.
Leela, I'll just have a small injection of Femislim.
Leela," Professor, you'll offer Guenter the hat and, Fry, you'll offer him the banana. We'll let him choose whether he wants to be intelligent or just a mindless animal."
Farnsworth, Fry?
Leela, Help!
Farnsworth, Stop or I'll shoot! Zoidberg?!
Fry, Oh yeah.
Amy," Oh, Kif, it was so romantic of you to rent this paddle plane with your tax rebate. We're like two dandelion seeds wafting on the breeze."
Leela, I don't know. But we can't wait any longer.
Fry," So, who's that weird-looking guy?"
Bender," Whoa! A speakeasy. One prohibited beverage, please."
Leela," Don't take this the wrong way, Fry, but you don't seem like the educated type."
Leela, Is that all you've got? Hi-yah!
Leela, I'll break up with him at dinner.
Leela, It's no use. We were going full speed when we fired him so he's going even faster than that.
Fry," Like this is not the end. But mostly just, I love you, Leela."
Leela, You're doing great!
Hermes, I'll take two. My neck is huge.
Zoidberg, Of course I'll marry you!
Zoidberg, A squid?
Leela," Fry, just be quiet. I'm beginning to think this whole fake fiancé thing was a terrible, terrible--"
Leela," Well, let's divide up the china. I guess I'll take the NFC helmets and you can have the AFC helmets."
Fry, Are you gonna turn me in for concealing evidence?
Fry, Turanga?
Farnsworth," Oh, dear. I'll have to invent something new in the next ten minutes. Perhaps some sort of death clock."
Farnsworth," Good news, everyone. Report to my bedroom for a private exhibition."
Fry," Yes, sir."
Fry, Look. The first fish to crawl up on land.
Fry," Then when I feel so stuffed I can't eat anymore, I just use the restroom, and then I can eat more."
Fry," Ah, some good old high-gravity rain. That'll cool us off."
Fry, Yeah!
Farnsworth," I should fire you three right now, but I'm just not that cold-hearted."
Leela," Hell, yeah!"
Leela," Wow, this is all so confusing."
Bender, This could mean the end of the banana daiquiri as we know it ... also life.
Leela," Zoidberg, we were wrong! We're letting you out so you can kill the Professor!"
Bender, No!
Fry, Wait. You're Pamela Anderson! Cool! What can I get you?
Leela," You call that a wound? That's a boo-boo tops. But thanks for trying to save me, Fry. Fry?! He's... he's dead!"
Bender," You mean ""breakfast club sandwich""?"
Fry," Uh, Bender? Where did you get that bird?"
Bender," Now that's one Bible that doesn't disappoint on every page! Looks like society's running pretty well without my meddling-- Atomic bombs? Oh, no! Those unbelievers from my backside must have found my nuclear pile!"
Bender, A pile of dead bears can only mean one thing. But what?
Fry, Wow! 2801! Anyway...
Leela, And white rhinos.
Bender, This isn't a lousy reform Robanukah! We need more petroleum oil!
Bender," Lowly slave, why are you not working?"
Leela," No, thanks. We're delivering e-waste."
Zoidberg," Oh, the guilt! The unbearable guilt!"
Hermes," Sweet llamas of the Bahamas! Except for that stylish beard, he looks just like Bender!"
Farnsworth, I still don't understand why you wouldn't let me graft a laser cannon onto your chest. To crush those who disobey you. But I guess we're just two different people.
Zoidberg," Ah, I'll just turn the wheel to maximum fastness!"
Fry, Wait! Where do we get the ice?
Fry, I'll meet you up there. I need to check out something first.
Hermes," It's too dark now, but first thing tomorrow we'll slingshot them like they've never been slangshat."
Bender," No, wait, I know these guys. They got nothing."
Leela," Man, I'm sore all over. I feel like I just went ten rounds with Mighty Thor."
Zoidberg," Ambassador Mervin, you killed my lawyer."
Leela, Ew!
Fry, All hail the new captain.
Leela, It's funny how the battle of the sexes was only resolved when a Manbot and a Fembot realised they loved each other.
Bender, Say what?
Hermes," Oh, the irony. I sold my hair so I could buy this third set of combs for Zoidberg."
Fry, Nope. Human.
Zoidberg, I'd like a jumbo squidlog please.
Bender, Here it comes.
Bender, Then shut your yaps and back to work.
Amy, Are you crazy? There's mutants down there! They'll eat you alive.
Leela, Me? Really?
Leela, No. But I'm so thirsty.  This spacesuit is making me sweat like a sow.
Fry, No!
Fry," Aha! Uh, searching ... hmm."
Fry," Hello? Pizza delivery for... D. Frosted Wang? Not another crank delivery! Why don't I read these things ahead of time?! One time was funny. But, every week for ten years, not as funny."
Fry," Sheesh! 40,000 channels and only 150 have anything good on."
Bender," Oh, my God!"
Amy, French?
Fry," Well, we destroyed the toy spaceship. Now what are we gonna do?"
Farnsworth, Dr. Banjo?
Fry, Thanks.
Leela, That's me over in Cootietown.
Hermes," Look, you fat fish, the Planet Express health plan only covers one kind of replacement shell."
Amy, Aw!
Leela," Oh, please! Really?"
Leela," Oh, Lord."
Bender, How's this going to get us to Boston?
Hermes," People, please! Let's not overreact— Death to the crab!"
Leela, I'll give you my hand...
Fry, Phew!
Leela," Arguably, this could be a good thing. The planet has returned to its primeval state."
Bender," Well, so long."
Leela, Duh...
Bender, Baby wants a Zima!
Zoidberg," Hermes, quiet! I'm deducing things."
Fry, Did anyone else see that?
Bender, Ooh!
Leela, Killing them seems like a hassle. Can't we just set it free to live with its own kind?
Fry, Me neither.
Amy," You just have to give guys a chance. Sometimes you meet a guy and think he's a pig, but then later you realise he actually has a really good body."
Farnsworth," No, it won't! The common cold died out five-hundred years ago. And, subsequently, Humanity lost all resistance to its ravages. But the virus survived in you... Frozen for a thousand years."
Fry, Pst. You're holding the bat upside down.
Leela," It sounds too much like those frozen rocky mountain oysters on a stick. You know, Test-cicles?"
Bender," And that's how I defeated Elzar, thanks to Spargle's magic liquid."
Leela," Uh, hello? We haven't made one delivery since you two took over."
Zoidberg, Maid of honor! Ohhh.
Farnsworth, And... ... here we are; the end of the universe.
Fry, Good move.
Fry, No. Tell her she's special.
Farnsworth," Listen to me, you pompous frauds. If I'm going down, I'm taking you all with me. Dean Vernon, I know the truth  It was you driving your hover-car that night, not your horse. Dean Epsilon, I know all about your ""Department of Pool Boy Studies"". And Dr. Wernstrom ... Wernstrom!"
Amy, We're trapped!
Leela, Ow! Can you please remove this anger collar?
Farnsworth, You'll never catch anything with that primitive technology. What you need is this fish pheromone. The most potent aphrodisiac known to fishkind. Uh-oh!
Farnsworth," Good news, everyone! You're off to the Tempus Nebula to gather Chronitons."
Fry," I won't be gone long, Seymour. Just wait here till I come back."
Bender," Neat. Say, speaking of whatever the hell you just said, I need to make a cell phone telephone call. Can borrow your cell phone telephone?"
Fry, Yeah!
Fry," Aw, man."
Fry," Wow. Thanks! If you could just quiet down, I wanted to get your opinion of my comic book."
Leela, He'll hunt you down and blast your ass from here to Pakistan.
Fry," Hey, what've you heard?"
Bender, Where--? What the--? Transmission fluid? Where have I been? What happened?
Fry," So what's up, Dr. Schlovinowitz?"
Fry, Bender rules!
Leela, I lost my chance to be a champion. I won't let you throw away yours.
Fry, Wow. You gave up your superintelligence to save us. Why did you come back?
Hermes, Mmm! That'll feel nice on my shattered bones!
Farnsworth, Nine and so on. Three... Two... One.
Bender," Give me my body back, you two-bit thief!"
Zoidberg, I'm not on trial here.
Zoidberg," Like a horse, a turtle, or a cricket."
Fry," Oh uh, I'm late for dinner with Leela."
Leela," Look, I guess you mean well, but isn't that university just a tax-deductible sewer-cleaning service?"
Fry, Where?
Bender," Sorry, mister, but I'm no Bender. I'm just a simple farmer. Name's Billy West!"
Amy," Leela, a little help is nothing to be embarrassed about. Like, maybe I could do your makeup."
Bender, Going? But a captain can't drink without his first mate.
Leela," Hey, Fry! Pizza goin' out. Come on!"
Bender, I cast upon thee a spell of fireball!
Leela, Fry!
Bender, And unlabeled booze! Wide-mouth too!
Bender," Hey, look! Bigfoot! He's back!"
Leela," Hey, guess who I just got off the videophone with?"
Bender," OK, Fry, grab a Kleenex for this one, 'cause there's no God and your idiotic human ideals are laughable!"
Bender, Yeah! Alright!
Fry, So then my chair tilted back and I almost fell into this freezer thingy.
Farnsworth, Wernstrom!
Hermes," Okay, Bender, you're mortal. And okay, Inspector 5 screwed up. But that just makes the time you have left all the more precious. Do you really want to waste the rest of your life in a bitter, homicidal rage?"
Bender, That's my boy!
Fry, Blunder? You're the only one who's sober. You gotta do somethin'.
Farnsworth, Now see here. We assured our sons that you'd accept their apology.
Farnsworth," Well, I can't keep them in my mouth. They're nuclear-powered!"
Farnsworth," But, dust cakes--"
Amy," Hey, the speedometer only goes up to 80. This thing can't go faster than 80,000 miles an hour?"
Bender," Alright, yup."
Bender," You were right, Fry! From now on I'm going to bend what I want, when I want, who I want! I'm unstoppable!"
Zoidberg," Hurray! Kwanzaa-bot's here to save— Aw, they killed him."
Bender, Wait. Does that include me?
Fry, Bender? No way! I definitely would've noticed something.
Bender, Activating ice drill.
Fry," No, I.... What?"
Hermes, And the rest.
Zoidberg," If that's his pizza, then I'm icy whatever!"
Bender," I should give you all a beating, But I really have to fly."
Amy," Good, I'm sick of cleaning up those heaps of dead monkeys. But why would you want your mind in a new body?"
Amy, No spluh! Why do you think I'm sitting over here in the stink-free zone?
Fry, I don't care how educational it is. Let's do it!
Leela, An' that's the ultimate secret of the universe?!
Leela, Co-pilot? Under who?
Bender, Does anyone else smell burning dragon beak?
Hermes," Oh, mon! I'm dripping with placenta! Good thing it's Casual Friday."
Fry, Oh. Then I must've fallen asleep.
Fry, Eck! This emotional display is making me nauseous. Or maybe it's whatever that is.
Bender," Please, he's no different from the rest of you organisms; shooting DNA at each other make babies. I find it offensive."
Fry," He-He-He is? Great! Wait, what's the catch?"
Leela," Yeah, but this garbage ball's unstoppable now. New New York is done for."
Zoidberg, Horray! A happy ending for the rich people!
Bender," Hmmm, could be a trick. Let me see your ass, Constantine. Ohh, nice, now I see why she left Fry."
Fry, Don't do it! It's not worth it!
Fry, Dad! Nerd Search '88? What's this?
Fry, Something about seeing it on the Jumbotron makes it so much more real.
Bender," Please, just leave me alone."
Leela," Hi, Fry! I like your blazer."
Farnsworth, Eureka. Another elementary proof of the Goldbach conjecture.]
Leela, For Slurms!
Leela, Never heard of it.
Leela," Yay, Fry!"
Amy," Well, I guess it's time to indulge in some end-of-the-world debauchery.  Who's up for an orgy?"
Amy, Mom? Dad? What are you doing here?
Leela," Please, Bender. Have some malt liquor. If not for yourself then for the people who love you."
Leela, And Nappster says illegal copies never hurt anybody.
Bender," August 6, 1991."
Zoidberg, I'm acting astonished.
Leela, I know.
Bender," Of course, who said I wasn't?"
Leela, I'd like to see him try.
Bender, Missed me!
Fry, I gotta find that golden bottle-cap.
Leela, They say Zapp Brannigan single-handedly saved the Octillian System from a horde of rampaging Killbots.
Bender," You got it, genius."
Bender," Don't be a prude, Fry!"
Farnsworth," Oh, dear Lord!"
Farnsworth, Look! Inside its pouch. Extinct Tasmanian tigers.
Amy, Uh...
Fry," His name was Seymour. He was once intimate with the leg of a wandering saxophonist. He had wet dog smell, even when dry. And he was not above chasing the number 29 bus."
Fry," Earth is dangerous. I fell off my chair there once. Ow! Quit it, Earth."
Farnsworth," 100,000. That's why I hid it here, under my mattress."
Fry, What?
Bender," Oh, I made myself feel bad."
Bender, I doubt it!
Bender, Yep. Mind-numbingly interesting. Ooh!
Amy, We all hope they're communicating a peaceful message!
Farnsworth," Well nuts to me. I'm taking the stage! I know the source of the greenhouse gases. But in my shame I've kept it secret for 75 long years. Oh, it haunts my memory still."
Fry, Oh. That explains these boat eggs.
Leela, Can I please just go back to prison?
Leela, Son of a... Ow!
Leela, No.
Farnsworth," Amy, technology isn't intrinsically good or evil. It's how it's used. Like the death ray."
Bender, Shut the hell up!
Hermes," There'll be no promotions unless somebody dies. And, even then, only if we can bring 'em back as a zombie like Scruffy."
Leela," We're not Adam and Eve.  You see, due to a series of—"
Bender, Oh.
Fry, Gotcha!
Leela," I'm a fool. The fans haven't been cheering for me, they've been cheering at me."
Bender, Hey! Can't you see I'm using the toilet?
Leela, That's not true. I have one right here that can talk.
Zoidberg, Kill 'em both!
Fry, How your football team?
Farnsworth, Me.
Amy," I do! Kiss me, Kif!"
Farnsworth," There. I've finished fine-tuning my What-If machine. It can answer any ""What-If"" question, accurate to within one-tenth of a plausibility unit."
Fry," Bender, no! You don't have to do something just 'cause it's gonna happen! The future's making a chump outta you!"
Farnsworth, Pandora.
Leela, Why is that good news?
Bender," Woah, woah, woah! How come we get off for every dumb human holiday but not for robot holidays?"
Leela," Maybe I'm havin' some kinda... Early-life crisis, but... Look  Don't you ever wonder about the future?"
Hermes," Aw, well isn't that-- Ew!"
Leela, What? What do you mean?
Leela, You haven't been to work in three days. What have you been doing?
Bender, Whoa! Scuse me.
Fry, Uh-huh. And I guess now maybe I can get to know the real Lucy Liu.
Fry, Guess I better head over to my night job.
Fry, How's that robot I ran over?
Leela, Are you crazy? We have to keep our secret identities secret.
Leela," Okey-doke. One sunny, funny day, there was an unfamiliar visitor in Rumbledy-Hump."
Leela, Then our only hope to talk to them is by doing a peace dance. But it will have to be smoother an' more fluid than any movement mankind is capable of.
Hermes," No way, mon. He's fakin' it. He really is gone. Everyone, put on your takin'-off caps."
Bender, Here you go.
Amy, Ew!  He sneezed in it!
Bender, The what now?
Fry, But...
Farnsworth, I saw it on TV in that episode where Bender shot Calculon. How cool was that?
Hermes," Ooh, that's snug! Oh, those haven't descended in years."
Zoidberg, Aha!
Zoidberg, Poor Bender.
Bender, I was born on an assembly line in the bad part of Tijuana.
Hermes, I know how to settle this  We'll check last night's surveillance tapes.
Fry, Please... Stop the monster. Just do that one thing.
Hermes," It's supposed to be about the filing! People! We didn't choose to be bureaucrats, No, that's what almighty Jah made us, We treat people like swine, And make 'em stand in line, Even if nobody paid us!"
Leela, There. See? It was no big thing.
Zoidberg," It's been an honour to serve under you, sir!"
Leela, This toads the wet sprocket. What about out thousands of shares of stock?
Bender," Yo, Highness. Uh, just out of robo-curiosity, why would you use a guy's nose for an aphrodisiac instead of his, you know, wing-dang-doodle?"
Fry, That was great!
Farnsworth," I suppose there could be a minute quantity of petroleum left. But it would be insanely deep within the Earth, at pressures so dangerously high that—"
Fry, Who's the lucky lobsterina?
Leela, Whoa!
Bender," Doo, doo-doo-doo, doo, doo-doo, doo, doo, doo-Doo, DOO!"
Bender, Uh-oh.
Zoidberg," Huh? What's this? A card from my cousin Zoidfarb. Instead of ""Claus"" he writes ""Claws""! Now that's humorous. Today's comedians could learn from this card."
Bender," It's not about the money, Nixon, though I'd like much more. She's committed 30 felonies in 12 star systems. If no one stops her, she'll break my record for longest rap sheet."
Hermes, Bender's right! Kill it before someone names it!
Leela, Dad! I'm underage!
Hermes, No! That body's the cornerstone of my marriage. What's LaBarbara going to do?
Fry," Hey, buddy."
Amy, Right on!
Hermes," Go on, stick, touch me! Can't do it!"
Leela," What are you, on a diet?"
Zoidberg," Oh, no! My deal is doing the thing!"
Farnsworth," No, I need it shipped to my office at Mars University. It's a little experiment that may well win me the Nobel Prize."
